Title,Description,Brand Name,Brand Model,Brand Weight ? ,Price,SKU,Size Filtered,NEEDS DELETING
225/45/17 Bridgestone T001 91W MO,,Bridgestone,T001 ,91W MO,132.46,5092,225/45/17,#N/A
235/45/19 Bridgestone S001 95W ,,Bridgestone,S001,95W ,220.66,5095,235/45/19,#N/A
245/40/17 Bridgestone S001 91W Runflat,,Bridgestone,S001,91W Runflat,164.66,5100,245/40/17,#N/A
225/40/18 Bridgestone RE050A 88Y Runflat,,Bridgestone,RE050A,88Y Runflat,154.5,5102,225/40/18,#N/A
225/55/17 Bridgestone RE050A 97Y ,,Bridgestone,RE050A,97Y ,130.39,5113,225/55/17,#N/A
215/40/17 Bridgestone S001 87W ,,Bridgestone,S001,87W ,120.86,5114,215/40/17,#N/A
235/65/17 Bridgestone D Sport XL ,The Dueler H/P Sport (Highway/Performance) is designed for high powered luxury 4x4's and SUV's.,Bridgestone,D Sport XL,108V,133.73,5118,235/65/17,#N/A
255/40/17 Bridgestone RE050A 94V Runflat,,Bridgestone,RE050A,94V Runflat,163.14,5122,255/40/17,#N/A
255/40/17 Bridgestone RE050A 94W Runflat,,Bridgestone,RE050A,94W Runflat,166.74,5124,255/40/17,#N/A
255/35/18 Bridgestone RE050A 90Y Runflat,,Bridgestone,RE050A,90Y Runflat,221.96,5130,255/35/18,#N/A
225/55/17 Bridgestone ER300 97Y Runflat,,Bridgestone,ER300,97Y Runflat,162.78,5132,225/55/17,#N/A
205/45/17 Bridgestone RE050A 84V ,,Bridgestone,RE050A,84V ,122.34,5134,205/45/17,#N/A
205/45/17 Bridgestone RE050A 84V Runflat,,Bridgestone,RE050A,84V Runflat,136.62,5136,205/45/17,#N/A
245/40/18 Bridgestone RE050A 97Y ,,Bridgestone,RE050A,97Y ,145.14,5140,245/40/18,#N/A
265/35/18 Bridgestone RE050A 97Y ,,Bridgestone,RE050A,97Y ,173.1,5142,265/35/18,#N/A
185/65/15 Bridgestone EP25 88T,,Bridgestone,EP25,88T,71.36,5195,185/65/15,#N/A
225/40/18 Bridgestone S001 92Y XL,,Bridgestone,S001 ,92Y XL,124.87,5197,225/40/18,#N/A
245/35/18 Bridgestone S001 92Y XL,,Bridgestone,S001 ,92Y XL,147.66,5198,245/35/18,#N/A
225/45/17 Firestone SZ90 91W RFT,,Firestone,SZ90 ,91W RFT,115.21,5230,225/45/17,#N/A
275/45/20 Bridgestone LM80 110V XL,,Bridgestone,LM80,,279.97,5376,275/45/20,#N/A
255/35/20 Bridgestone S001 97Y ,,Bridgestone,S001,97Y ,203.41,5384,255/35/20,#N/A
255/40/19 Bridgestone S001 100YZ ,,Bridgestone,S001,100YZ ,177.86,5385,255/40/19,#N/A
235/70/16 Michelin Latitude Tourer HP ,All-Season Handling. MICHELIN,Michelin,Latitude Tourer HP,106H,119.94,005488,235/70/16,#N/A
285/30/19 Bridgestone S001 98Y ,,Bridgestone,S001,98Y ,227,5507,285/30/19,#N/A
195/65/15 Bridgestone EP001S 91H TL,,Bridgestone,EP001S,91H TL,81.56,5515,195/65/15,#N/A
205/55/16 Bridgestone EP001S 91V ,,Bridgestone,EP001S,91V ,96.66,5516,205/55/16,#N/A
185/65/14 Bridgestone EP150 86H,,Bridgestone,EP150,86H,77.86,5525,185/65/14,#N/A
185/55/15 Bridgestone EP25 82T,,Bridgestone,EP25,82T,82.01,5531,185/55/15,#N/A
245/65/17 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,,106.08,5551,245/65/17,#N/A
255/65/17 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,110S,108,5552,255/65/17,#N/A
275/55/20 Cooper Discoverer ATR 117S,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,117S,154.8,5553,275/55/20,#N/A
235/70/17 Cooper Discoverer ATR 111S,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,111S,109.8,5554,235/70/17,#N/A
265/70/16 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,112T,93.98,5555,265/70/16,#N/A
265/70/17 Cooper Discoverer ATR 115S,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,115S,110,5556,265/70/17,#N/A
265/75/16 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,116S,99.5,5557,265/75/16,#N/A
255/70/15 Cooper Discoverer ATR 108S,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,108S,96.85,5559,255/70/15,#N/A
255/70/16 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,111S,96.06,5561,255/70/16,#N/A
265/65/17 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,112T,109.66,5563,265/65/17,#N/A
235/75/15 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,,87.54,5569,235/75/15,#N/A
225/70/15 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,,92.57,5571,225/70/15,#N/A
225/75/16 Cooper Discoverer ATR 104S,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR ,104S,92.71,5573,225/75/16,#N/A
245/75/16 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,,94.21,5575,245/75/16,#N/A
215/70/16 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,100S,89.66,5576,215/70/16,#N/A
225/70/16 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,,91.66,5577,225/70/16,#N/A
235/70/16 Cooper Discoverer ATR 106T,,Cooper,Discoverer ATR,106T,87.66,5578,235/70/16,#N/A
245/70/16 Cooper Discoverer ATR 107T,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,107T,88.3,5579,245/70/16,#N/A
245/70/17 Cooper Discoverer ATR ,"The Cooper Discoverer ATR has a state of the art Vtech computer aided engineered mould profile to provide a balance of wear and handling characteristics. Due to the refined shape, the tread elements are strategically designed to increase element stability and fight irregular wear. The extensive ",Cooper,Discoverer ATR,,106.79,5580,245/70/17,#N/A
215/55/17 Bridgestone ER300 94V TL,,Bridgestone,ER300 ,94V TL,134.93,5655,215/55/17,#N/A
245/45/18 Bridgestone ER300 96Y Runflat,,Bridgestone,ER300,96Y Runflat,192.42,5695,245/45/18,#N/A
255/65/17 Bridgestone Dueler H/T D840 110S,,Bridgestone,Dueler H/T D840 ,110S,154.74,5795,255/65/17,#N/A
215/55/16 Bridgestone TZ300 97H ,,Bridgestone,TZ300,97H ,109.08,5815,215/55/16,#N/A
195/65/15 Firestone TZ300 91H ,,Firestone,TZ300,91H ,62.88,5817,195/65/15,#N/A
225/40/19 Bridgestone S001 93Y ,,Bridgestone,S001,93Y ,196.88,5818,225/40/19,#N/A
245/40/19 Bridgestone S001 98Y ,,Bridgestone,S001,98Y ,187.7,5819,245/40/19,#N/A
265/35/19 Bridgestone S001 98Y XL,,Bridgestone,S001 ,98Y XL,258.25,5821,265/35/19,#N/A
195/60/15 Firestone TZ300 88V ,,Firestone,TZ300,88V ,71.94,5825,195/60/15,#N/A
195/60/15 Firestone TZ300 88H ,,Firestone,TZ300,88H ,70.8,5826,195/60/15,#N/A
245/40/19 Bridgestone ER300 94Y,,Bridgestone,ER300,94Y,230.8,5829,245/40/19,#N/A
275/35/19 Bridgestone ER300 96Y Runflat,,Bridgestone,ER300,96Y Runflat,305.36,5830,275/35/19,#N/A
205/50/16 Firestone TZ300 87W,,Firestone,TZ300 ,87W,94.1,5849,205/50/16,#N/A
225/55/17 Firestone TZ300 101W ,,Firestone,TZ300,101W ,124.88,5853,225/55/17,#N/A
195/50/15 Firestone TZ300 82V,,Firestone,TZ300,82V,62.26,5855,195/50/15,#N/A
215/65/15 Firestone TZ300 96H ,,Firestone,TZ300,96H ,86.41,5858,215/65/15,#N/A
215/55/16 Firestone TZ300 93V ,,Firestone,TZ300,93V ,100.74,5862,215/55/16,#N/A
205/65/15 Firestone TZ300 94H,,Firestone,TZ300,94H,80.39,5864,205/65/15,#N/A
195/55/15 Firestone TZ300 85V ,,Firestone,TZ300,85V ,80.52,5871,195/55/15,#N/A
185/55/14 Firestone TZ300 80H,,Firestone,TZ300,80H,74.04,5874,185/55/14,#N/A
195/65/15 Firestone TZ300 91V ,,Firestone,TZ300,91V ,64.14,5884,195/65/15,#N/A
205/55/16 Firestone TZ300 91V ,,Firestone,TZ300,91V ,73.08,5886,205/55/16,#N/A
205/55/16 Firestone TZ300 91Z ,,Firestone,TZ300,91Z ,75.3,5887,205/55/16,#N/A
225/55/17 Bridgestone T001 97V,,Bridgestone,T001 ,97V,136.45,5911,225/55/17,#N/A
225/45/19 Bridgestone T001 92W,,Bridgestone,T001,92W,188.78,5913,225/45/19,#N/A
255/35/18 Bridgestone S001 94Y ,,Bridgestone,S001,94Y ,168.92,5922,255/35/18,#N/A
255/40/19 Bridgestone S001 96Y,,Bridgestone,S001,96Y,185.14,5924,255/40/19,#N/A
225/45/18 Bridgestone S001 95Y ,,Bridgestone,S001,95Y ,173.76,5925,225/45/18,#N/A
225/45/18 Bridgestone S001 91Y Runflat,,Bridgestone,S001,91Y Runflat,178.43,5932,225/45/18,#N/A
255/45/17 Bridgestone S001 98W RFT*,,Bridgestone,S001 9,8W RFT*,224.7,5933,255/45/17,#N/A
235/60/18 Bridgestone LM80 EVO 107V XL,,Bridgestone,LM80,,194.94,5952,235/60/18,#N/A
225/55/17 Bridgestone T001 97W,,Bridgestone,T001,97W,147.26,6000,225/55/17,#N/A
205/60/16 Bridgestone EP150 92V TL,,Bridgestone,EP150 ,92V TL,104.63,6025,205/60/16,#N/A
255/55/18 Cooper XST-A 109V XL,,Cooper,XST-A ,109V XL,121.96,6061,255/55/18,#N/A
265/35/22 Cooper Zeon XST -A ,"The Cooper Zeon XST-A is a premium tyre for SUVs, light trucks and cross over vehicles which utilizes an asymmetrical tread design to combine with all-season traction. The asymmetrical all-season tread design featured on this tyre provides optimal dry traction as well as all-season capabilities. The outer design delivers enhanced stability with added steering response and the inner circumferential and transverse grooves provide water evacuation to resist hydroplaning.",Cooper,Zeon XST -A,79V,146.72,6077,265/35/22,#N/A
275/40/20 Michelin Latitude Diamaris 106Y XL,"Designed for high performance 4x4 vehicles. The 4x4 Diamaris is the 4x4 sport tyre homologated for Porsche Cayenne, Mercedes ML, Volkswagen Touareg, Volvo XC90 and BMW X5. Exceptional handling on dry and wet road surfaces. Optimum road holding at very high speed. Low rolling resistance to reduce fuel consumption. The Latitude Diamaris is the name of new sizes in this range.",Michelin,Latitude Diamaris,106Y XL,241.14,006129,275/40/20,#N/A
205/40/17 Bridgestone RE050A 84W ,,Bridgestone,RE050A,84W ,106.06,6139,205/40/17,#N/A
225/55/18 Bridgestone D Sport 98V,The Dueler H/P Sport (Highway/Performance) is designed for high powered luxury 4x4's and SUV's.,Bridgestone,D Sport ,98V,149.4,6280,225/55/18,#N/A
225/55/18 Bridgestone D400 98V,,Bridgestone,D400 ,98V,151.18,6283,225/55/18,#N/A
235/35/19 Bridgestone S001 91Y XL,,Bridgestone,S001 ,91Y XL,182.09,6290,235/35/19,#N/A
245/45/19 Bridgestone S001 98Y,,Bridgestone,S001,98Y,212.21,6291,245/45/19,#N/A
225/40/18 Bridgestone RE050A 92W Runflat,,Bridgestone,RE050A,92W,132,6402,225/40/18,#N/A
265/35/18 Bridgestone S001 97Y ,,Bridgestone,S001,97Y ,162.72,6403,265/35/18,#N/A
265/40/18 Bridgestone S001 101Y XL,,Bridgestone,S001 ,101Y XL,182.34,6404,265/40/18,#N/A
225/45/17 Bridgestone S001 91W,,Bridgestone,S001 ,91W,104.52,6407,225/45/17,#N/A
225/45/17 Bridgestone S001 98Y ,,Bridgestone,S001,98Y ,103.14,6411,225/45/17,#N/A
245/40/18 Bridgestone S001 93Y ,,Bridgestone,S001,93Y ,146.34,6412,245/40/18,#N/A
245/40/18 Bridgestone S001 97Y XL,,Bridgestone,S001 ,97Y XL,145.72,6413,245/40/18,#N/A
255/45/18 Bridgestone S001 99Y ,,Bridgestone,S001,99Y ,170.93,6414,255/45/18,#N/A
225/55/17 Bridgestone T001 97W,,Bridgestone,T001,97W,182.32,6418,225/55/17,#N/A
215/50/17 Bridgestone ER300 91V ,,Bridgestone,ER300,91V ,137.94,6425,215/50/17,#N/A
205/60/16 Bridgestone LM32 92H,,Bridgestone,LM32,92H,106.46,6426,205/60/16,#N/A
195/65/15 Bridgestone B250 91T MO,,Bridgestone,B250 ,91T MO,70.5,6430,195/65/15,#N/A
195/65/15 Firestone MultiHawk 91T ,,Firestone,MultiHawk,91T ,63.11,6434,195/65/15,#N/A
205/50/17 Bridgestone RE050A 89V Runflat,,Bridgestone,RE050A,89V Runflat,154.2,6437,205/50/17,#N/A
255/60/18 Bridgestone D840 108H XL,,Bridgestone,D840,8H XL,177.55,6498,255/60/18,#N/A
255/40/20 Bridgestone RE070 97Y Runflat,,Bridgestone,RE070,97Y Runflat,301.99,6500,255/40/20,#N/A
225/45/19 Bridgestone RE05A 96W,,Bridgestone,RE05A,96W,205.4,6501,225/45/19,#N/A
235/55/19 Bridgestone D33 ,A quiet and comfortable ride for on road drivers who want to get the most out of their vehicle.,Bridgestone,D33,101V,181,6510,235/55/19,#N/A
225/50/17 Bridgestone RE050 94W ,,Bridgestone,RE050,94W ,152.16,6512,225/50/17,#N/A
235/60/16 Bridgestone D Sport 100H,The Dueler H/P Sport (Highway/Performance) is designed for high powered luxury 4x4's and SUV's.,Bridgestone,D Sport ,100H,109.22,6515,235/60/16,#N/A
215/50/17 Bridgestone RE050 91W ,,Bridgestone,RE050,91W ,131.72,6518,215/50/17,#N/A
255/55/19 Bridgestone D-Sport 111V XL,,Bridgestone,D-Sport,111V XL,155.44,6519,255/55/19,#N/A
205/55/16 Bridgestone ER33 91V,,Bridgestone,ER33,,85.13,6520,205/55/16,#N/A
195/65/15 Bridgestone EP150 91T ,,Bridgestone,EP150,91T ,73.12,6531,195/65/15,#N/A
205/55/16 Bridgestone EP150 91V ,,Bridgestone,EP150,91V ,83.64,6535,205/55/16,#N/A
205/50/17 Bridgestone EP150 93V ,,Bridgestone,EP150,93V ,134.69,6537,205/50/17,#N/A
205/60/16 Bridgestone EP150 92H ,,Bridgestone,EP150,92H ,99.34,6554,205/60/16,#N/A
245/70/16 Bridgestone Dueler H/T D689 111S Runflat,,Bridgestone,Dueler H/T D689 Runflat,111S,122.34,6556,245/70/16,#N/A
235/65/17 Bridgestone D Sport 104V,The Dueler H/P Sport (Highway/Performance) is designed for high powered luxury 4x4's and SUV's.,Bridgestone,D Sport ,104V,146.96,6559,235/65/17,#N/A
225/65/17 Bridgestone Dueler D687 102H,"Four-wheel drives, by nature, have a brawny image for enthusiasts who want to rush down dirt trails leaving a smoke of dust behind them. But trends are changing, people are changing, and tyres are changing. Bridgestone have designed the Dueler H/T 687 for those looking for downtown stability and highway performance. It is this balance that has made it one of the most popular Bridgestone's tyres fitted as original equipment to a wide range of 4X4 vehicles in the UK.",Bridgestone,Dueler D687 ,102H,131.96,6573,225/65/17,#N/A
225/40/18 Bridgestone LM32 Winter 92V XL,,Bridgestone,LM32 Winter ,92V XL,176.2,6577,225/40/18,#N/A
155/60/20 Bridgestone EP500 80Q,,Bridgestone,EP500,80Q,159.02,6584,155/60/20,#N/A
175/55/20 Bridgestone EP500 85Q,,Bridgestone,EP500,85Q,171.94,6586,175/55/20,#N/A
225/45/17 Bridgestone S001 94Y XL,,Bridgestone,S001,,103.82,6654,225/45/17,#N/A
215/45/20 Bridgestone S001 95W XL,,Bridgestone,S001,,266.14,6657,215/45/20,#N/A
235/50/18 Bridgestone LM32 101V XL,,Bridgestone,LM32,,213.7,6662,235/50/18,#N/A
245/40/20 Bridgestone S001 99W XL,,Bridgestone,S001,9W XL,289.81,6669,245/40/20,#N/A
265/70/16 Bridgestone D689 112H ,,Bridgestone,D689,112H ,139.68,6704,265/70/16,#N/A
155/70/19 Bridgestone LM500 84Q,,Bridgestone,LM500,84Q,160.52,6736,155/70/19,#N/A
245/40/19 Michelin Primacy HP 94Y Runflat,,Michelin,Primacy HP,94Y Runflat,243.65,007410,245/40/19,#N/A
265/65/17 Bridgestone D840 112S,,Bridgestone,D840,112S,142.21,7414,265/65/17,#N/A
235/65/17 Michelin Latitude Sport GRN 104V,,Michelin,Latitude Sport GRN ,104V,148.08,007444,235/65/17,#N/A
275/55/19 Michelin Latitude Sport 111V MO,"Ultra-High Performance. MICHELIN Latitude Sport tires offer drivers outstanding high performance sport capabilities is the reference tyre on the Porsche Cayenne, and is homologated on the highest performing road 4x4 vehicles",Michelin,Latitude Sport,111V MO,226.96,010091,275/55/19,#N/A
195/50/15 Michelin Alpine 4 82H,,Michelin,Alpine,82H,97.93,010424,195/50/15,#N/A
265/35/19 Michelin Pilot Sport 2 98Y ,,Michelin,Pilot Sport 2,98Y ,259.56,012112,265/35/19,#N/A
285/60/18 Cooper Discoverer LTZ 109S,"The Cooper Zeon LTZ has been developed as a mixture between a sport truck tire and an all-terrain tyre. The aggressiveness of the Cooper Zeon LTZ can perform on any road surface whilst providing excellent ride and handling capabilities. The modern design featured on the Zeon LTZ is a combination of lateral grooves and functionally patterned tread elements to offer dependable all-terrain performance. The enhanced pitch sequence helps provide even tread wear and reduced tread noise for a quieter, more comfortable ride.",Cooper,Discoverer LTZ,109S,148,14010,285/60/18,#N/A
305/40/22 Cooper LTZ 114S XL,,Cooper,Discoverer LTZ,114S XL,176.08,14020,305/40/22,#N/A
275/60/20 Cooper Discoverer LTZ 119S,"The Cooper Zeon LTZ has been developed as a mixture between a sport truck tire and an all-terrain tyre. The aggressiveness of the Cooper Zeon LTZ can perform on any road surface whilst providing excellent ride and handling capabilities. The modern design featured on the Zeon LTZ is a combination of lateral grooves and functionally patterned tread elements to offer dependable all-terrain performance. The enhanced pitch sequence helps provide even tread wear and reduced tread noise for a quieter, more comfortable ride.",Cooper,Discoverer LTZ,119S,161.18,14030,275/60/20,#N/A
275/55/20 Cooper Discoverer LTZ ,"The Cooper Zeon LTZ has been developed as a mixture between a sport truck tire and an all-terrain tyre. The aggressiveness of the Cooper Zeon LTZ can perform on any road surface whilst providing excellent ride and handling capabilities. The modern design featured on the Zeon LTZ is a combination of lateral grooves and functionally patterned tread elements to offer dependable all-terrain performance. The enhanced pitch sequence helps provide even tread wear and reduced tread noise for a quieter, more comfortable ride.",Cooper,Discoverer LTZ,117S XL,160.36,14050,275/55/20,#N/A
305/50/20 Cooper LTZ 120S XL,,Cooper,Discoverer LTZ,120S XL,166.96,14070,305/50/20,#N/A
285/50/20 Cooper Discoverer LTZ X/L ,,Cooper,Discoverer LTZ X/L,116S XL,164.32,14090,285/50/20,#N/A
265/35/20 Michelin Pilot Super Sport 99Y ,,Michelin,Pilot Super Sport,99Y ,271.94,016663,265/35/20,#N/A
305/30/20 Michelin Pilot Sport 2 103Y,,Michelin,Pilot Sport,103Y,362.51,019008,305/30/20,#N/A
285/75/16 B F Goodrich T/A KO All Terrain ,"Derived from the original BF Goodrich All-Terrain, from which all other All-Terrain patterns evolved, the All-Terrain T/A KO is the best you can get. Put it on and forget about it no matter where you intend to go. Their mileage potential is legendary and these tyres are extremely durable, especially with the 'TriGard' 3-ply sidewall. Expect to pay a premium price for a tyre as good as this. Many people run them because of their massive mileage potential and their reputation for great road manners, despite their off-road pedigree. ",BF Goodrich,T/A KO All Terrain,122R,157.62,021518,285/75/16,#N/A
275/40/19 Michelin Pilot Sport 2 101Y ,,Michelin,Pilot Sport 2,101Y ,222.97,023947,275/40/19,#N/A
7.50/16 Michelin Latitude Cross Terrain 112S,,Michelin,Latitude Cross Terrain ,112S,155.04,024083,7.50/--/16,#N/A
205/45/16 Michelin Pilot Sport 3 83V ,,Michelin,Pilot Sport 3,83V ,110.34,024085,205/45/16,#N/A
235/50/18 Michelin Primacy HP 101Y ,,Michelin,Primacy HP,101Y ,191.35,024130,235/50/18,#N/A
