Class,Family,SKU,Product Description,UPC Code,Product Status,Launch Date
,,CLASSICXT400F36,"Traditional Classic XT - 400 - 5"" Left Wing Feathers - 36CT",,,
,,CLASSICXT400S,Traditional Classic XT - 400 - Shafts - 1dz,,,
,,CLASSICXT340F6,"Traditional Classic XT - 340 - 4"" Feathers - 1/2dz",,,
,,CLASSICXT340F36,"Traditional Classic XT - 340 - 5"" Left Wing Feathers - 36CT",,,
,,CLASSICXT340S,Traditional Classic XT - 340 - Shafts - 1dz,,,
,,TRAD600F6,"Traditional - 600 - 4"" Feathers - 1/2dz",,,
,,TRAD600F72,"Traditional - 600 - 4"" Feathers - 72CT",,,
,,TRAD600S,Traditional - 600 - Shafts - 1dz,,,
,,TRAD500F6,"Traditional - 500 - 4"" Feathers - 1/2dz",,,
,,TRAD500F72,"Traditional - 500 - 4"" Feathers - 72CT",,,
,,TRAD500S,Traditional - 500 - Shafts - 1dz,,,
,,TRAD400F6,"Traditional - 400 - 4"" Feathers - 1/2dz",,,
,,TRAD400F72,"Traditional - 400 - 4"" Feathers - 72CT",,,
,,TRAD400S,Traditional - 400 - Shafts - 1dz,,,
,,TRAD340F6,"Traditional - 340 - 4"" Feathers - 1/2dz",,,
,,TRAD340F72,"Traditional - 340 - 4"" Feathers - 72CT",,,
,,TRAD340S,Traditional - 340 - Shafts - 1dz,,,
,,TRXT600F6,"Traditional XT - 600 - 5"" Barred Feathers - 1/2dz",,,
,,TRXT600F36,"Traditional XT - 600 - 5"" Barred Feathers - 36CT",,,
,,TRXT600S,Traditional XT - 600 - Shafts - 1dz,,,
,,TRXT500F6,"Traditional XT - 500 - 5"" Barred Feathers - 1/2dz",,,
,,TRXT500F36,"Traditional XT - 500 - 5"" Barred Feathers - 36CT",,,
,,TRXT500S,Traditional XT - 500 - Shafts - 1dz,,,
,,TRXT400F6,"Traditional XT - 400 - 5"" Barred Feathers - 1/2dz",,,
,,TRXT400F36,"Traditional XT - 400 - 5"" Barred Feathers - 36CT",,,
,,TRXT400S,Traditional XT - 400 - Shafts - 1dz,,,
,,TRXT340F6,"Traditional XT - 340 - 5"" Barred Feathers - 1/2dz",,,
,,TRXT340F36,"Traditional XT - 340 - 5"" Barred Feathers - 36CT",,,
,,TRXT340S,Traditional XT - 340 - Shafts - 1dz,,,
,,SW20A46,"Swift - 20"" - 4"" Duravanes - 1/2dz",,,
,,SW20A472,"Swift - 20"" - 4"" Duravanes - 72CT",,,
,,SW20S,"Swift - 20"" - Shafts - 1dz",,,
,,SW20A46LI,"Swift - 20"" - 4"" Duravanes - 1/2dz - Loose",,,
,,SW20A472LI,"Swift - 20"" - 4"" Duravanes - 72CT - Loose",,,
,,SW20SLI,"Swift - 20"" - Shafts - 1dz - Loose",,,
,,SW22A46,"Swift - 22"" - 4"" Duravanes - 1/2dz",,,
,,SW22A472,"Swift - 22"" - 4"" Duravanes - 72CT",,,
,,SW22S,"Swift - 22"" - Shafts - 1dz",,,
,,SW22A46LI,"Swift - 22"" - 4"" Duravanes - 1/2dz - Loose",,,
,,SW22A472LI,"Swift - 22"" - 4"" Duravanes - 72CT - Loose",,,
,,SW22SLI,"Swift - 22"" - Shafts - 1dz - Loose",,,
,,SWPRO22A46LI,"Swift Pro - 22"" - 3.5"" Fusion X Vanes - 1/2dz - Loose",,,
,,SWPRO22SLI,"Swift Pro - 22"" - Shafts - 1dz - Loose ",,,
,,BA20A46,"Ballistic - 20"" - 4"" Duravanes - 1/2dz",,,
,,BA20A472,"Ballistic - 20"" - 4"" Duravanes - 72CT",,,
,,BA20S,"Ballistic - 20"" - Shafts - 1dz",,,
,,BA20A46LI,"Ballistic - 20"" - 4"" Duravanes - 1/2dz - Loose",,,
,,BA20A472LI,"Ballistic - 20"" - 4"" Duravanes - 72CT - Loose",,,
,,BA20SLI,"Ballistic - 20"" - Shafts - 1dz - Loose",,,
,,BA22A46,"Ballistic - 22"" - 4"" Duravanes - 1/2dz",,,
,,BA22A472,"Ballistic - 22"" - 4"" Duravanes - 72CT",,,
,,BA22S,"Ballistic - 22"" - Shafts - 1dz",,,
,,BA22A46LI,"Ballistic - 22"" - 4"" Duravanes - 1/2dz - Loose",,,
,,BA22A472LI,"Ballistic - 22"" - 4"" Duravanes - 72CT - Loose",,,
,,BA22SLI,"Ballistic - 22"" - Shafts - 1dz - Loose",,,
,,BAPRO22A46LI,"Ballistic Pro - 22"" - 3.5"" Fusion X Vanes - 1/2dz - Loose",,,
,,BAPRO22SLI,"Ballistic Pro - 22"" - Shafts - 1dz - Loose",,,
,,BA24A472,"Ballistic - 24"" - 4"" Duravanes - 72CT - Loose",,,
,,BA24S,"Ballistic - 24"" - Shafts - 1dz - Loose",,,
,,NI20MA46,"Nitro - 20"" - Moon Nocks - 4"" Duravanes - 1/2dz",,,
,,NI20MA472,"Nitro - 20"" - Moon Nocks - 4"" Duravanes - 72CT",,,
,,NI20MS,"Nitro - 20"" - Moon Nocks - Shafts - 1dz",,,
,,NI20MA46LI,"Nitro - 20"" - Moon Nocks - 4"" Duravanes - 1/2dz - Loose",,,
,,NI20MA472LI,"Nitro - 20"" - Moon Nocks - 4"" Duravanes - 72CT - Loose",,,
,,NI20MSLI,"Nitro - 20"" - Moon Nocks - Shafts - 1dz - Loose",,,
,,NI22MA46,"Nitro - 22"" - Moon Nocks - 4"" Duravanes - 1/2dz",,,
,,NI22MA472,"Nitro - 22"" - Moon Nocks - 4"" Duravanes - 72CT",,,
,,NI22MS,"Nitro - 22"" - Moon Nocks - Shafts - 1dz",,,
,,NI22MA46LI,"Nitro - 22"" - Moon Nocks - 4"" Duravanes - 1/2dz - Loose",,,
,,NI22MA472LI,"Nitro - 22"" - Moon Nocks - 4"" Duravanes - 72CT - Loose",,,
,,NI22MSLI,"Nitro - 22"" - Moon Nocks - Shafts - 1dz - Loose",,,
,,NIPRO22MA46LI,"Nitro Pro - 22"" - Moon Nocks - 3.5"" Fusion X Vanes - 1/2dz ",,,
,,NIPRO22MSLI,"Nitro Pro - 22"" - Moon Nocks - Shafts - 1dz - Loose",,,
,,NI20FA46,"Nitro - 20"" - Flat Nocks - 4"" Duravanes - 1/2dz",,,
,,NI20FA472,"Nitro - 20"" - Flat Nocks - 4"" Duravanes - 72CT",,,
,,NI20FS,"Nitro - 20"" - Flat Nocks - Shafts - 1dz",,,
,,NI20FA46LI,"Nitro - 20"" - Flat Nocks - 4"" Duravanes - 1/2dz - Loose",,,
,,NI20FA472LI,"Nitro - 20"" - Flat Nocks - 4"" Duravanes - 72CT - Loose",,,
,,NI20FSLI,"Nitro - 20"" - Flat Nocks - Shafts - 1dz - Loose",,,
,,NI22FA46,"Nitro - 22"" - Flat Nocks - 4"" Duravanes - 1/2dz",,,
,,NI22FA472,"Nitro - 22"" - Flat Nocks - 4"" Duravanes - 72CT",,,
,,NI22FS,"Nitro - 22"" - Flat Nocks - Shafts - 1dz",,,
,,NI22FA46LI,"Nitro - 22"" - Flat Nocks - 4"" Duravanes - 1/2dz - Loose",,,
,,NI22FA472LI,"Nitro - 22"" - Flat Nocks - 4"" Duravanes - 72CT - Loose",,,
,,NI22FSLI,"Nitro - 22"" - Flat Nocks - Shafts - 1dz - Loose",,,
,,NIPRO22FA46LI,"Nitro Pro - 22"" - Flat Nocks - 3.5"" Fusion X Vanes - 1/2dz ",,,
,,NIPRO22FSLI,"Nitro Pro - 22"" - Flat Nocks - Shafts - 1dz - Loose",,,
,,TWISTER500F1,Twister Flu Flu - 500 - Each,,,
,,TWISTER500F18,Twister Flu Flu - 500 - 18CT,,,
,,TWISTER400F1,Twister Flu Flu - 400 - Each,,,
,,TWISTER400F18,Twister Flu Flu - 400 - 18CT,,,
,,TWISTER300F1,Twister Flu Flu - 300 - Each,,,
,,TWISTER300F18,Twister Flu Flu - 300 - 18CT,,,
,,FAL500A2,"Falcon 500 - 26"" - 2"" Raptor Vanes - 1dz",,,
,,FAL500A26,"Falcon 500 - 26"" - 2"" Raptor Vanes - 1/2dz",,,
,,FAL500A272,"Falcon 500 - 26"" - 2"" Raptor Vanes - 72CT",,,
,,FAL500F3,"Falcon 500 - 26"" - 2.5"" Feathers - 1dz",,,
,,FAL500S,"Falcon 500 - 26"" - Shafts - 1dz",,,
,,LIGA253,"Lightning 28"" Point Glued In - 2.5"" Vane Tec Vanes - 3PK",,,
,,LIGA256,"Lightning 28"" Point Glued In - 2.5"" Vane Tec Vanes - 1/2dz",,,
,,LIGA25,"Lightning 28"" Point Glued In - 2.5"" Vane Tec Vanes - 1dz",,,
,,LIGA2572,"Lightning 28"" Point Glued In - 2.5"" Vane Tec Vanes - 72CT",,,
,,LIGA25F72,"Lightning 28"" - 2.5"" Feathers - 72CT",,,
,,LIGS,"Lightning 28"" Point Glued In - Shafts - 1dz",,,
,,LIGCAMA253,"Lightning 28"" Camo - 2.5"" Vane Tec Vanes - 3PK",,,
,,LIGCAMA256,"Lightning 28"" Camo - 2.5"" Vane Tec Vanes - 1/2dz",,,
,,LIGCAMA25,"Lightning 28"" Camo - 2.5"" Vane Tec Vanes - 1dz",,,
,,LIGCAMA2572,"Lightning 28"" Camo - 2.5"" Vane Tec Vanes - 72CT",,,
,,LIGCAMF2572,"Lightning 28"" Camo - 2.5"" Feathers - 72CT",,,
,,LIGCAMS,"Lightning 28"" Camo - Shafts - 1dz",,,
,,FIBA253,"Fiberglass Arrow - Black 29"" - 2.5"" Vane Tec Vanes - 3PK",,,
,,FIBA256,"Fiberglass Arrow - Black 29"" - 2.5"" Vane Tec Vanes - 1/2dz",,,
,,FIBA25,"Fiberglass Arrow - Black 29"" - 2.5"" Vane Tec Vanes - 1dz",,,
,,FIBA2572,"Fiberglass Arrow - Black 29"" - 2.5"" Vane Tec Vanes - 72CT",,,
,,FIBA25144,"Fiberglass Arrow - Black 29"" - 2.5"" Vane Tec Vanes - 144CT",,,
,,FIBPKA253,"Fiberglass Arrow - Pink 29"" - 2.5"" Vane Tec Vanes - 3PK",,,
,,FIBPKA256,"Fiberglass Arrow - Pink 29"" - 2.5"" Vane Tec Vanes - 1/2dz",,,
,,FIBPKA25,"Fiberglass Arrow - Pink 29"" - 2.5"" Vane Tec Vanes - 1dz",,,
,,FIBPKA2572,"Fiberglass Arrow - Pink 29"" - 2.5"" Vane Tec Vanes - 72CT",,,
,,FIBPKA25144,"Fiberglass Arrow - Pink 29"" - 2.5"" Vane Tec Vanes - 144CT",,,
,,INS166100,Insert - .166 - 19.5gr - 100CT,,,
,,INS16612,Insert - .166 - 19.5gr - 1dz,,,
,,INS204L100,Insert - .204-LG - 200 Spine - 25gr - 100CT,,,
,,INS204L12,Insert - .204-LG - 200 Spine - 25gr - 1dz,,,
,,INS204300100,Insert - .204 - 300 Spine - 25gr- 100CT,,,
,,INS20430012,Insert - .204 - 300 Spine - 25gr - 1dz,,,
,,INS204S100,Insert - .204-SM - 340 & 400 Spine - 25gr - 100CT,,,
,,INS204S12,Insert - .204-SM - 340 & 400 Spine - 25gr - 1dz,,,
,,INS204XS100,Insert - .204-XS - 500 Spine - 25gr - 100CT,,,
,,INS204XS12,Insert - .204-XS - 500 Pine - 25gr - 1dz,,,
,,INS204SS34012,Insert 204 - Stainless - 340 - XXgr - 1dz,,,
,,INS204SS40012,Insert 204 - Stainless - 400 - XXgr - 1dz,,,
,,INS204SS50012,Insert 204 - Stainless - 500 - XXgr - 1dz,,,
,,INS204SS60012,Insert 204 - Stainless - 600 - XXgr - 1dz,,,
,,INS246100,Insert - .246 - 12gr - 100CT,,,
,,INS246100BR100,Insert -  .246 - 100gr - Brass - 100CT,,,
,,INS246100BR12,Insert - .246 - 100gr - Brass - 1dz,,,
,,INS24612,Insert - .246 - 12gr - 1dz,,,
,,INS24650100,Insert - .246 - 50gr - 100CT,,,
,,INS2465012,Insert - .246 - 50gr - 1dz,,,
,,INS272100,Insert - Nitro - 21.8gr - 100CT,,,
,,INS27212,Insert - Nitro - 21.8gr - 1dz,,,
,,INS27260BR100,Insert - Nitro - 60gr - 100CT,,,
,,INS27260BR12,Insert - Nitro - 60gr - 1dz,,,
,,INS300110BR100,Insert Swift & Ballistic - 110gr - Brass - 100CT,,,
,,INS300110BR12,Insert Swift & Ballistic - 110gr - Brass - 1dz,,,
,,INS30085BR100,Insert Swift & Ballistic - 85gr - Brass - 100CT,,,
,,INS30085BR12,Insert Swift & Ballistic - 85gr - Brass - 1dz,,,
,,INS30095BR100,Insert Swift & Ballistic - 95gr - Brass - 100CT,,,
,,INS30095BR12,Insert Swift & Ballistic - 95gr - Brass - 1dz,,,
,,INS22100,Insert - Series 22 - 23gr - 100CT,,,
,,INS2212,Insert - Series 22 - 23gr - 1dz,,,
,,INS30X12,Insert - 30X - 40gr - 12CT,,,
,,INSXC12,Insert - X-Cutter - 37gr - 1dz,,,
,,BC16625012,Ballistic Collar -.166 - 250 - 25gr - 1dz,,,
,,BC16630012,Ballistic Collar -.166 - 300 - 25gr - 1dz,,,
,,BC16634012,Ballistic Collar -.166 - 340 - 25gr - 1dz,,,
,,BC16640012,Ballistic Collar -.166 - 400 - 25gr - 1dz,,,
,,BC16650012,Ballistic Collar -.166 - 500 - 25gr - 1dz,,,
,,BC204LG100,Ballistic Collar -.204-LG - 200 - 13gr - 100CT,,,
,,BC204LG12,Ballistic Collar -.204-LG - 200 - 13gr - 1dz,,,
,,BC204300100,Ballistic Collar -.204 - 300 - 13gr - 100CT,,,
,,BC20430012,Ballistic Collar -.204 - 300 - 13gr - 1dz,,,
,,BC204SM100,Ballistic Collar -.204-SM - 340 & 400 - 13gr - 100CT,,,
,,BC204SM12,Ballistic Collar -.204-SM - 340 & 400 - 13gr - 1dz,,,
,,BC204XS100,Ballistic Collar -.204-XS - 500 - 13gr - 100CT,,,
,,BC204XS12,Ballistic Collar -.204-XS - 500 - 13gr - 1dz,,,
,,BC204SS34012,Ballistic Collar - 204 - 340 - Stainless Steel - XXgr - 1dz,,,
,,BC204SS40012,Ballistic Collar - 204 - 400 - Stainless Steel - XXgr - 1dz,,,
,,BC204SS50012,Ballistic Collar - 204 - 500 - Stainless Steel - XXgr - 1dz,,,
,,BC204SS60012,Ballistic Collar - 204 - 600 - Stainless Steel - XXgr - 1dz,,,
,,EZ204100100,"EZ-Pull Point - .204 Series - (9/32"") - 100gr - 100CT",,,
,,EZ20410012,"EZ-Pull Point - .204 Series - (9/32"") - 100gr - 1dz",,,
,,EZ2041006,"EZ-Pull Point - .204 Series - (9/32"") - 100gr - 6PK",,,
,,EZ204125100,"EZ-Pull Point - .204 Series - (9/32"") - 125gr - 100CT",,,
,,EZ20412512,"EZ-Pull Point - .204 Series - (9/32"") - 125gr - 1dz",,,
,,EZ2041256,"EZ-Pull Point - .204 Series - (9/32"") - 125gr - 6PK",,,
,,EZ20485100,"EZ-Pull Point - .204 Series - (9/32"") - 85gr - 100CT",,,
,,EZ2048512,"EZ-Pull Point - .204 Series - (9/32"") - 85gr - 1dz",,,
,,EZ204856,"EZ-Pull Point - .204 Series - (9/32"") - 85gr - 6PK",,,
,,EZ22100100,"EZ-Pull - Series 22 - 100gr - (11/32"") - 100CT",,,
,,EZ2210012,"EZ-Pull - Series 22 - 100gr - (11/32"") - 1dz",,,
,,EZ221006,"EZ-Pull - Series 22 - 100gr - (11/32"") - 6PK",,,
,,EZ22125100,"EZ-Pull - Series 22 - 125gr - (11/32"") - 100CT",,,
,,EZ2212512,"EZ-Pull - Series 22 - 125gr - (11/32"") - 1dz",,,
,,EZ221256,"EZ-Pull - Series 22 - 125gr - (11/32"") - 6PK",,,
,,EZ246100100,"EZ-Pull Point - .246 - 100gr - (5/16"") - 100CT",,,
,,EZ24610012,"EZ-Pull Point - .246 - 100gr - (5/16"") - 1dz",,,
,,EZ2461006,"EZ-Pull Point - .246 - 100gr - (5/16"") - 6PK",,,
,,EZ246125100,"EZ-Pull Point - .246 - 125gr - (5/16"") - 100CT",,,
,,EZ24612512,"EZ-Pull Point - .246 - 125gr - (5/16"") - 1dz",,,
,,EZ2461256,"EZ-Pull Point - .246 - 125gr - (5/16"") - 6PK",,,
,,EZ24685100,"EZ-Pull Point - .246 - 85gr - (5/16"") - 100CT",,,
,,EZ2468512,"EZ-Pull Point - .246 - 85gr - (5/16"") - 1dz",,,
,,EZ246856,"EZ-Pull Point - .246 - 85gr - (5/16"") - 6PK",,,
,,GLUFIB12,Glue On Point - Fiberglass - 19gr - 1dz,,,
,,GLULGT12,Glue In Point - .246 - Lightning - 50gr - 1dz,,,
,,GLU204LG10012,Glue In Point - .204-LG - 100gr - 1dz,,,
,,GLU204SM10012,Glue In Point - .204-SM - 100gr - 1dz,,,
,,GLU204SM8012,Glue In Point - .204-SM - 80gr - 1dz,,,
,,GLU24610012,Glue In Point - .246 - 100gr - 1dz,,,
,,GLU2463512,Glue In Point - .246 - 35gr - 1dz,,,
,,GLU2468012,Glue In Point - .246 - 80gr - 1dz,,,
,,GLU2212512,Glue In Point - Series 22 - 125gr - 1dz,,,
,,GLU225012,Glue In Point - Series 22 - 50gr - 1dz,,,
,,GLU228012,Glue In Point - Series 22 - 80gr - 1dz,,,
,,GLUXC14012,Glue In Point - X-Cutter - 140gr - 1dz,,,
,,GLUXC5012,Glue In Point - X-Cutter - 50gr - 1dz,,,
,,GLUXC9012,Glue In Point - X-Cutter - 90gr - 1dz,,,
,,GLU30X10012,Glue In Point - 30X - 100gr - 1dz,,,
,,GLU30X15012,Glue In Point - 30X - 150gr - 1dz,,,
,,GLU30X5012,Glue In Point - 30X - 50gr - 1dz,,,
,,GLUTX10012,Glue In Point - Triple X - 100gr - 1dz,,,
,,GLUTX15012,Glue In Point - Triple X - 150gr - 1dz,,,
,,GLUTX5012,Glue In Point - Triple X - 50gr - 1dz,,,
,,GLUAP16610012,Glue In Point - Accu Point - .166 - 100gr - 1dz - NEW 2016,,,
,,GLUAP16612012,Glue In Point - Accu Point - .166 - 120gr - 1dz - NEW 2016,,,
,,GLUAP204100LG12,Glue In Point - Accu Point - .204 - 100gr - LG - 1dz,,,
,,GLUAP204100SM12,Glue In Point - Accu Point - .204 - 100gr - SM - 1dz,,,
,,GLUAP204120LG12,Glue In Point - Accu Point - .204 - 120gr - LG - 1dz,,,
,,GLUAP24610012,Glue In Point - Accu Point - .246 - 100gr - 1dz,,,
,,GLUAP24613012,Glue In Point - Accu Point - .246 - 130gr - 1dz,,,
,,GLUAP2212012,Glue In Point - Accu Point - Series 22 - 120gr - 1dz,,,
,,GLUAP228012,Glue In Point - Accu Point - Series 22 - 80gr - 1dz,,,
,,GLUAP9310012,Glue In Point - Accu Point - 93 MAX - 100gr - 1dz,,,
,,GLUAP9313012,Glue In Point - Accu Point - 93 MAX - 130gr - 1dz,,,
,,GLUAPXC10012,Glue In Point - Accu Point - X-Cutter - 100gr - 1dz,,,
,,GLUAP30X12012,Glue In Point - Accu Point - 30X - 120gr - 1dz,,,
,,GLUAPTX12012,Glue In Point - Accu Point - Triple X - 120gr - 1d,,,
,,NOCKFIB100,Nock - Fiberglass - 14gr - Flo Green - 100CT,,,
,,NOCKFIB12,Nock - Fiberglass - 14gr - Flo Green - 1dz,,,
