"_type","ambientes","areas_sociales","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","","","2
		
				Baños","Departamento de 2 recamaras, 136 mts2 de superficie, 2 y ½ baños mas cuarto de servicio con baño completo, sala – comer, cocina integral, materiales y acabados de lujo, solo muros solidos en todo el desarrollo, cero tabla roca, altura de 3 mts en todos los departamentos. Desarrollo con 10,126 mts2 y 8,184 mts2 de espacios abiertos y barranca, 3 albercas, gimnasio de lujo y pista para correr de 800 mts rodeada de arboles y áreas verdes, sala de juntas y mas amenidades. Nada igual en ubicación privilegiada.","Departamento
													
Precio Venta
																	
MN 4,896,000
136m² Superficie de terreno
136m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","Departamento de 2 recamaras, 136 mts2 de superficie, 2 y ½ baños mas cuarto de servicio con baño completo, sala – comer, cocina integral, materiales y acabados de lujo, solo muros solidos en todo el desarrollo, cero tabla roca, altura de 3 mts en todos los departamentos. Desarrollo con 10,126 mts2 y 8,184 mts2 de espacios abiertos y barranca, 3 albercas, gimnasio de lujo y pista para correr de 800 mts rodeada de arboles y áreas verdes, sala de juntas y mas amenidades. Nada igual en ubicación privilegiada.","/propiedades/departamento-en-rinconada-margaritas.-51855008.html","totales","","","2
			
					Recámaras","136 m²
			totales","_","MN 4,896,000","","Departamento en Rinconada Margaritas.","_","_"
"Inmuebles24Item","","","2
		
				Baños","Departamentos ""nuevos"" de 2 recamaras con 2 baños completos, sala, comedor, cocina, área de lavado, estacionamiento techado, vigilancia las 24 horas, con amenidades de alberca, gimnasio, área infantil, lobby, terrazas jardinadas, elevadores. enfrente del renovado parque alcalde céntricos, cerca de todos los servicios vialidades.","Departamento
													
Precio Venta
																	
MN 1,700,000
83m² Superficie de terreno
83m² Superficie construída
2 Recámaras
2 Baños
Antigüedad: A estrenar","Departamentos ""nuevos"" de 2 recamaras con 2 baños completos, sala, comedor, cocina, área de lavado, estacionamiento techado, vigilancia las 24 horas, con amenidades de alberca, gimnasio, área infantil, lobby, terrazas jardinadas, elevadores. enfrente del renovado parque alcalde céntricos, cerca de todos los servicios vialidades.","/propiedades/excelente-departamento-52012831.html","totales","","Elevador(es) (1)
Alberca 
Cuartos de servicio 
Frente a parque 
Cocina integral","2
			
					Recámaras","83 m²
			totales","_","MN 1,700,000","Gimnasio 
Aire acondicionado 
Seguridad privada","Excelente Departamento","gabriela mistral #1092, Alcalde Barranquitas, Guadalajara","_"
"Inmuebles24Item","","","1
		
				Baño","departamentos nuevos de 2 recamaras, 1 baño, estudio, sala comedor, cocina integral cochera para 1 auto con cancel, interfon muy iluminados.","Departamento
													
Precio Venta
																	
MN 650,000
59m² Superficie de terreno
59m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: A estrenar","departamentos nuevos de 2 recamaras, 1 baño, estudio, sala comedor, cocina integral cochera para 1 auto con cancel, interfon muy iluminados.","/propiedades/departamentos-polanquito-guadalajara-jalisco-51322496.html","totales","","","2
			
					Recámaras","59 m²
			totales","_","MN 650,000","","Departamentos Polanquito Guadalajara Jalisco","_","_"
"Inmuebles24Item","","","1
		
				Baño","departamento, primer nivel, dos recamaras, un baño, cocina integral,un estacionamiento techado, vigilancia 24 hrs. exelente ubucacion","Departamento
													
Precio Venta
																	
MN 890,000
75m² Superficie de terreno
60m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: 1 año","departamento, primer nivel, dos recamaras, un baño, cocina integral,un estacionamiento techado, vigilancia 24 hrs. exelente ubucacion","/propiedades/departamento-venta-mezquitan-country-51984674.html","construidos","Asador","Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Ubicación (Frente)","2
			
					Recámaras","_","_","MN 890,000","Línea telefónica 
Seguridad privada 
Cisterna 
Calentador de agua 
Gas","Departamento Venta Mezquitan Country","Miguel Galindo, Mezquitan Country, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","ATENCION INVERSIONISTAS, Ofrecemos en venta este excelente  departamento de 2 Recamaras, la principal con baño completo y closet, la otra con closet y baño completo compartido, cocina integral, sala, comedor, cuarto de lavado.  En una ubicación inmejorable; Excelentes vias de counicación y conexión las principales avenidas de Guadalajara, Manuel Acuña,  Av. Lopez Mateos, Av. Mexico, Av. Patria. Cerca de hospitales, centros comerciales y escuelas. Desarollo Vertical con mucha seguridad. El Departamento esta rentado a un inquilino perfectamente calificado, con rentas mensuales de $15,500","Departamento
													
Precio Venta
																	
MN 3,290,000
100m² Superficie de terreno
100m² Superficie construída
2 Recámaras
2 Baños
Antigüedad: 2 años","ATENCION INVERSIONISTAS, Ofrecemos en venta este excelente  departamento de 2 Recamaras, la principal con baño completo y closet, la otra con closet y baño completo compartido, cocina integral, sala, comedor, cuarto de lavado.  En una ubicación inmejorable; Excelentes vias de counicación y conexión las principales avenidas de Guadalajara, Manuel Acuña,  Av. Lopez Mateos, Av. Mexico, Av. Patria. Cerca de hospitales, centros comerciales y escuelas. Desarollo Vertical con mucha seguridad. El Departamento esta rentado a un inquilino perfectamente calificado, con rentas mensuales de $15,500","/propiedades/departamento-en-venta-51701653.html","totales","","","2
			
					Recámaras","100 m²
			totales","_","MN 3,290,000","","Departamento en Venta","_","_"
"Inmuebles24Item","","","5
		
				Baños","Excelente  Departamento cuenta con 3 Recamaras, la principan con baño completo, vestidor y una pequeña terraza, las otras dos con vestidor, cocina integral con granito y madera de maple, sala, comedor, una amplia terraza, cuarto de servicio y una area para tender.  En una ubicación inmejorable; cerca de las principales avenidas de Guadalajara, Av. Lazaro Cardenas, Av. Lopez Mateos, Av. Vallarta y Av. Patria. Cerca de hospitales, centros comerciales y escuelas.  Coto privado, con mucha seguridad; Casa club, areas jardinadas, gimnasio, alberca semiolimpica, cancha de tenis,salon de usos multiples.","Departamento
													
Precio Venta
																	
MN 3,300,000
172m² Superficie de terreno
172m² Superficie construída
3 Recámaras
5 Baños
Antigüedad: 3 años","Excelente  Departamento cuenta con 3 Recamaras, la principan con baño completo, vestidor y una pequeña terraza, las otras dos con vestidor, cocina integral con granito y madera de maple, sala, comedor, una amplia terraza, cuarto de servicio y una area para tender.  En una ubicación inmejorable; cerca de las principales avenidas de Guadalajara, Av. Lazaro Cardenas, Av. Lopez Mateos, Av. Vallarta y Av. Patria. Cerca de hospitales, centros comerciales y escuelas.  Coto privado, con mucha seguridad; Casa club, areas jardinadas, gimnasio, alberca semiolimpica, cancha de tenis,salon de usos multiples.","/propiedades/departamento-en-venta-51701574.html","totales","","","3
			
					Recámaras","172 m²
			totales","_","MN 3,300,000","","Departamento en Venta","_","_"
"Inmuebles24Item","","","3
		
				Baños","Excelente departamento nuevo, en el corazón de Providencia, amplios espacios, 3 recamaras, 3 baños y medio, estar de T.V. área de servicios con medio baño, dos cajones de estacionamiento y bodega en el sótano, vigilancia las 24 hrs, estacionamiento visitas, 2 edificios, solo dos deptos por nivel.","Departamento
													
Precio Venta
																	
MN 5,555,033
160m² Superficie de terreno
160m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: 1 año","Excelente departamento nuevo, en el corazón de Providencia, amplios espacios, 3 recamaras, 3 baños y medio, estar de T.V. área de servicios con medio baño, dos cajones de estacionamiento y bodega en el sótano, vigilancia las 24 hrs, estacionamiento visitas, 2 edificios, solo dos deptos por nivel.","/propiedades/montevideo-50785562.html","totales","","Cuartos de servicio (SI)
Frente a parque (SI)","3
			
					Recámaras","160 m²
			totales","_","MN 5,555,033","","Montevideo","Montevideo, Guadalajara","_"
"Inmuebles24Item","","","1
		
				Baño","Departamento en venta en 3er piso, 2 recámaras, 1 baño, sala, comedor, patio de servicio, estacionamiento para 1 auto, dentro de Guadalajara, inmejorable ubicación, Av. Patria y Gobernador Curiel, aprovecha la oportunidad de vivir en el área metropolitana cerca de avenidas importantes, escuelas, transporte público, áreas comerciales, centros de salud, etc. Libre de gravamen, si te interesa utilizar algún crédito te apoyamos con el trámite.","Departamento
													
Precio Venta
																	
MN 390,000
56m² Superficie de terreno
56m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: de 10 a 20 años","Departamento en venta en 3er piso, 2 recámaras, 1 baño, sala, comedor, patio de servicio, estacionamiento para 1 auto, dentro de Guadalajara, inmejorable ubicación, Av. Patria y Gobernador Curiel, aprovecha la oportunidad de vivir en el área metropolitana cerca de avenidas importantes, escuelas, transporte público, áreas comerciales, centros de salud, etc. Libre de gravamen, si te interesa utilizar algún crédito te apoyamos con el trámite.","/propiedades/departamento-venta-infonavit-miravalle-guadalajara-51719143.html","totales","","Piso en el que se encuentra (3)","2
			
					Recámaras","56 m²
			totales","_","MN 390,000","","Departamento Venta Infonavit Miravalle, Guadalajara Jalisco","Avenida Patria #3732, Unidad habitacional Jose Clemente Orozco, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","Departamento en pre venta en Colonia La Americana, Guadalajara, Jalisco. Superficie de construcción  96 m2. En cuarto nivel, cocina integral, estancia y comedor, terraza, lavandería, recamara secundaria con baño completo, recamara principal con baño completo y vestidor, vigilancia, lobby, top roof con alberca, deck, terraza, gym, patio de esculturas, elevador, estacionamiento subterráneo.","Departamento
													
Precio Venta
																	
MN 2,898,480
2 Recámaras
2 Baños","Departamento en pre venta en Colonia La Americana, Guadalajara, Jalisco. Superficie de construcción  96 m2. En cuarto nivel, cocina integral, estancia y comedor, terraza, lavandería, recamara secundaria con baño completo, recamara principal con baño completo y vestidor, vigilancia, lobby, top roof con alberca, deck, terraza, gym, patio de esculturas, elevador, estacionamiento subterráneo.","/propiedades/departamento-en-venta-en-americana-51967958.html","construidos","","","2
			
					Recámaras","_","_","MN 2,898,480","","Departamento en Venta en Americana","_","_"
"Inmuebles24Item","","","2
		
				Baños","Departamento en pre venta en Colonia La Americana, Guadalajara, Jalisco. Superficie de construcción  101 m2. En quinto nivel, dos pisos, cocina integral, estancia y terraza a doble altura, lavandería, baño completo en primer piso, recamara secundaria o estudio, recamara principal con baño completo y vestidor, vigilancia, lobby, top roof con alberca, deck, terraza, gym, patio de esculturas, elevador, estacionamiento subterráneo.","Departamento
													
Precio Venta
																	
MN 3,125,200
2 Recámaras
2 Baños","Departamento en pre venta en Colonia La Americana, Guadalajara, Jalisco. Superficie de construcción  101 m2. En quinto nivel, dos pisos, cocina integral, estancia y terraza a doble altura, lavandería, baño completo en primer piso, recamara secundaria o estudio, recamara principal con baño completo y vestidor, vigilancia, lobby, top roof con alberca, deck, terraza, gym, patio de esculturas, elevador, estacionamiento subterráneo.","/propiedades/departamento-en-venta-en-americana-51967963.html","construidos","","","2
			
					Recámaras","_","_","MN 3,125,200","","Departamento en Venta en Americana","_","_"
"Inmuebles24Item","","","3
		
				Baños","Departamento en pre venta en Colomos Providencia, Guadalajara, Jalisco. Superficie de construcción 154 m2. En primer nivel, recámara principal con baño y vestidor, dos recamara secundaria con closet y baño compartido, estudio, medio baño, cocina integral, estancia, comedor, lavandería, cuarto de servicio, terraza, dos lugares de estacionamiento techado, seguridad las 24 horas, lobby, salón de usos múltiples, terraza panorámica con alberca en noveno piso, plaza de arte.","Departamento
													
Precio Venta
																	
MN 4,193,320
3 Recámaras
3 Baños","Departamento en pre venta en Colomos Providencia, Guadalajara, Jalisco. Superficie de construcción 154 m2. En primer nivel, recámara principal con baño y vestidor, dos recamara secundaria con closet y baño compartido, estudio, medio baño, cocina integral, estancia, comedor, lavandería, cuarto de servicio, terraza, dos lugares de estacionamiento techado, seguridad las 24 horas, lobby, salón de usos múltiples, terraza panorámica con alberca en noveno piso, plaza de arte.","/propiedades/departamento-en-venta-en-providencia-51967964.html","construidos","","","3
			
					Recámaras","_","_","MN 4,193,320","","Departamento en Venta en Providencia","_","_"
"Inmuebles24Item","","","1
		
				Baño","Nocnok ID: MX15-BF9991. Departamento en 4to. nivel, 2 recamaras, baño, sala, comedor, cocina integral, patio de servicio. cochera para un auto. No se aceptan créditos, solo de contado.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.","Departamento
													
Precio Venta
																	
MN 330,000
50m² Superficie de terreno
50m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento","Nocnok ID: MX15-BF9991. Departamento en 4to. nivel, 2 recamaras, baño, sala, comedor, cocina integral, patio de servicio. cochera para un auto. No se aceptan créditos, solo de contado.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.","/propiedades/departamento-en-venta-en-arboledas-sur-51073854.html","totales","","","2
			
					Recámaras","50 m²
			totales","_","MN 330,000","","Departamento en Venta en Arboledas Sur","Copal #4437  , Torre Galicia 402, Guadalajara","_"
"Inmuebles24Item","","","4
		
				Baños","""ATENCION"" INVERSIONISTAS Y HOTELEROS  "" EDIFICIO NUEVO EN VENTA "" EN CONDOMINIO , TERRAZAS AMAPAS ""  EN VALLARTA "" PROYECTO POR EL  AFAMADO ING. MARIO TOUNE , EL EDIFICIO ESTA TOTALMENTE  TERMINADO CON ACABADOS DE LUJO  Y CUENTA CON 7 EXCLUSIVOS DEPARTAMENTOS CON TERRAZAS PANORAMICAS CON VISTAS  AL MAR Y JACUZZI CADA UNO , LOS METRAJES INTERIORES DE LOS DEPARTAMENTOS VAN DESDE 139 M2 HASTA 155 M2 , MAS TERRAZAS, BODEGAS,  Y ESTACIONAMIENTO  , COMPRA 2,055 M2 DE CONSTRUCCION  A UN EXCELENTE PRECIO      $ 1,993,000 USD  VEN A CONCHAS CHINAS A CONOCER EL DESARROLLO Y PROPON  TU OFERTA, TE ESPERAMOS !!!","Departamento
													
Precio Venta
																	
U$D 1,993,000
2,055m² Superficie de terreno
2,055m² Superficie construída
2 Recámaras
4 Baños
Antigüedad: 1 año","""ATENCION"" INVERSIONISTAS Y HOTELEROS  "" EDIFICIO NUEVO EN VENTA "" EN CONDOMINIO , TERRAZAS AMAPAS ""  EN VALLARTA "" PROYECTO POR EL  AFAMADO ING. MARIO TOUNE , EL EDIFICIO ESTA TOTALMENTE  TERMINADO CON ACABADOS DE LUJO  Y CUENTA CON 7 EXCLUSIVOS DEPARTAMENTOS CON TERRAZAS PANORAMICAS CON VISTAS  AL MAR Y JACUZZI CADA UNO , LOS METRAJES INTERIORES DE LOS DEPARTAMENTOS VAN DESDE 139 M2 HASTA 155 M2 , MAS TERRAZAS, BODEGAS,  Y ESTACIONAMIENTO  , COMPRA 2,055 M2 DE CONSTRUCCION  A UN EXCELENTE PRECIO      $ 1,993,000 USD  VEN A CONCHAS CHINAS A CONOCER EL DESARROLLO Y PROPON  TU OFERTA, TE ESPERAMOS !!!","/propiedades/departamento-en-venta-51649848.html","totales","","","2
			
					Recámaras","2,055 m²
			totales","_","U$D 1,993,000","","Departamento en Venta","_","_"
"Inmuebles24Item","","","_","Departamento en pre venta en Colomos Providencia, Guadalajara, Jalisco. Superficie de construcción 111 m2. En sexto nivel, dos recámaras con baño y vestidor, estudio, medio baño, cocina integral, estancia, comedor, lavandería, balcón, dos lugares de estacionamiento techado, seguridad las 24 horas, lobby, salón de usos múltiples, terraza panorámica con alberca en noveno piso, plaza de arte.","Departamento
													
Precio Venta
																	
MN 3,455,690","Departamento en pre venta en Colomos Providencia, Guadalajara, Jalisco. Superficie de construcción 111 m2. En sexto nivel, dos recámaras con baño y vestidor, estudio, medio baño, cocina integral, estancia, comedor, lavandería, balcón, dos lugares de estacionamiento techado, seguridad las 24 horas, lobby, salón de usos múltiples, terraza panorámica con alberca en noveno piso, plaza de arte.","/propiedades/departamento-en-venta-en-providencia-51967954.html","construidos","","","_","_","_","MN 3,455,690","","Departamento en Venta en Providencia","_","_"
